DateTime,B50D0013-001,B49G0162-001,B50A0232-001,B44D0555-001,B50E0200-001,B50A0234-001,B50E0379-001,B43H0257-001,B50G0045-001,B44G0066-001,B44H0174-001,B50D0066-001,B49D0095-001,B43G0389-001,B49G0229-001,B50C0078-001,B50E0326-001,B49H0007-001,B44C0113-001,B49G0959-001,B50E0201-001,B50D0004-001,B49F1427-001,B43G0110-001,B44G0514-001,B50B0581-001,B43H0261-001,B44A0480-001,B44G0563-001,B50G0044-001,B43H0063-001,B43H0046-001,B49G0165-001,B44G0310-001,B49F0434-001,B50G0093-001,B49G0166-001,B44G0449-001,B44G0058-001,B43H0256-001,B44D0720-001,B44G0311-001,B50B1279-001,B49G0147-001,B50C0079-001,B50B0582-001,B44G0515-001,B49G0228-001,B49B0610-001,B43G0390-001,B50B0493-001,B43G1173-001,B49D0061-001,B50C0029-001,B44C0214-001,B50C0028-001,B44G0499-001,B49G0138-001,B44C0212-001,B49G0451-001,B43D0017-001,B49E0300-001,B50B0215-001,B49G0098-001,B50A0149-001,B49G0161-001,B50A0233-001,B44E0224-001,B50G0046-001
2022-01-03,14.86325,2.3655416666666667,5.1978333333333335,-1.7932916666666667,16.664375,5.210333333333334,9.367875,-1.2867499999999998,20.834,4.0714999999999995,7.197166666666667,13.922624999999998,1.2807916666666666,-0.6135833333333333,5.245,6.595478260869565,8.011375,12.486791666666667,-0.6898333333333334,9.113750000000001,14.811458333333334,14.888625,4.7316666666666665,0.3950833333333334,-0.139375,12.525416666666667,-1.2993333333333335,-1.135125,-0.131875,22.522166666666667,-1.071,-0.3267083333333333,14.818416666666666,-0.7167083333333334,4.258041666666666,20.605458333333335,7.057708333333333,2.7591666666666668,5.766375,-0.09529166666666666,-1.6477916666666665,0.5511666666666667,5.382124999999999,8.553625,9.652291666666667,2.9119166666666665,0.19095833333333334,9.984833333333333,0.8649999999999999,-0.417375,13.498583333333334,-1.022125,0.4797916666666666,8.66825,0.93525,10.50375,4.077083333333333,1.7145833333333333,-0.3601666666666667,8.462583333333333,0.5669166666666666,-0.7977500000000001,4.546625,1.2570833333333333,7.456416666666667,14.734458333333334,9.85425,0.327375,16.537125
2022-01-04,14.884749999999999,2.3731666666666666,5.179916666666666,-1.7906666666666666,16.66775,5.1987499999999995,9.370208333333332,-1.2652083333333335,20.838291666666667,4.085916666666667,7.2058333333333335,13.92225,1.290875,-0.617,5.2495,6.592333333333333,8.018125,12.470416666666667,-0.64475,9.122333333333334,14.839374999999999,14.912958333333334,4.72975,0.42650000000000005,-0.14058333333333334,12.521833333333333,-1.2895416666666666,-1.1035416666666666,-0.11604166666666667,22.533,-1.050625,-0.30675,14.822458333333332,-0.7151666666666666,4.265125,20.612416666666665,7.107541666666666,2.749166666666667,5.7712916666666665,-0.075875,-1.64925,0.5293333333333333,5.375875,8.632791666666668,9.665958333333334,2.93675,0.18512499999999998,9.987833333333333,0.871,-0.3967083333333334,13.49225,-1.0205,0.48004166666666664,8.679708333333332,0.945875,10.498083333333334,4.100125,1.7147500000000002,-0.357875,8.471375,0.5516666666666666,-0.7883749999999999,4.533,1.26625,7.455875,14.743833333333333,9.858375,0.30995833333333334,16.562375
2022-01-05,14.850083333333332,2.3718333333333335,5.171625,-1.7904166666666665,16.65308333333333,5.174916666666667,9.368,-1.2907083333333333,20.785875,4.083708333333333,7.203833333333333,13.922291666666666,1.274125,-0.6125833333333334,5.252,6.585583333333333,7.998083333333334,12.419208333333332,-0.6907083333333333,9.120458333333334,14.829208333333334,14.895041666666666,4.694833333333333,0.45612500000000006,-0.166125,12.500541666666665,-1.3050416666666667,-1.132375,-0.11845833333333333,22.646,-1.0724166666666666,-0.30516666666666664,14.824874999999999,-0.7297083333333333,4.248,20.61,7.097333333333334,2.7252083333333332,5.77325,-0.11041666666666666,-1.6482083333333335,0.511625,5.33775,8.536916666666666,9.640666666666666,2.948625,0.17520833333333333,9.981583333333333,0.848,-0.4136666666666666,13.460500000000001,-1.0338749999999999,0.47100000000000003,8.643666666666666,0.9183333333333333,10.448041666666667,4.083708333333333,1.6912500000000001,-0.35733333333333334,8.477208333333333,0.529625,-0.8236666666666667,4.491625,1.2555833333333333,7.436625,14.744833333333332,9.776375,0.293875,16.5255
2022-01-06,14.836916666666667,2.3683333333333336,5.174416666666667,-1.790875,16.663999999999998,5.1706666666666665,9.36875,-1.3204166666666668,20.802625,4.08125,7.203458333333334,13.91975,1.2648333333333333,-0.5670000000000001,5.256083333333334,6.580916666666667,7.995625,12.427083333333334,-0.730375,9.124041666666667,14.814291666666668,14.87325,4.727833333333334,0.474375,-0.17420833333333333,12.548833333333334,-1.3169583333333332,-1.143875,-0.12229166666666667,22.768291666666666,-1.0981666666666667,-0.3176666666666667,14.828458333333332,-0.7402083333333334,4.261375,20.614583333333332,7.061791666666667,2.7079166666666663,5.77625,-0.13508333333333333,-1.649708333333333,0.5198333333333334,5.339458333333333,8.475458333333334,9.621875000000001,2.954875,0.16287500000000002,9.980416666666667,0.8496666666666667,-0.429375,13.52125,-1.0493333333333335,0.4418333333333333,8.640416666666667,0.9325833333333334,10.463041666666667,4.07175,1.687375,-0.3565416666666667,8.485333333333333,0.5904999999999999,-0.8172916666666666,4.4874583333333335,1.2447916666666667,7.44025,14.754,9.780958333333333,0.2848333333333333,16.51095833333333
2022-01-07,14.8665,2.371875,5.176666666666667,-1.7864583333333333,16.674833333333332,5.188166666666667,9.372541666666667,-1.304625,20.835958333333334,4.093583333333333,7.214375,13.922375,1.2765833333333332,-0.589625,5.261041666666666,6.5949583333333335,8.014041666666666,12.450208333333334,-0.6909166666666667,9.134333333333332,14.8305,14.889708333333333,4.75275,0.4202916666666667,-0.15208333333333332,12.564666666666668,-1.3038333333333332,-1.1197916666666667,-0.116,22.805374999999998,-1.07875,-0.31054166666666666,14.833083333333335,-0.73575,4.278125,20.622541666666667,7.076791666666666,2.720458333333333,5.78175,-0.10416666666666667,-1.6479583333333334,0.5483333333333333,5.358583333333333,8.550833333333333,9.638291666666666,2.970875,0.17437499999999997,9.985791666666668,0.8678750000000001,-0.41324999999999995,13.540375,-1.0139583333333333,0.44049999999999995,8.664833333333332,0.9579166666666666,10.495791666666667,4.089875,1.6994999999999998,-0.35462499999999997,8.49475,0.5926666666666667,-0.7814583333333333,4.507083333333333,1.2520833333333334,7.461666666666667,14.764333333333333,9.839125000000001,0.31816666666666665,16.543291666666665
2022-01-08,14.921083333333334,2.3797916666666667,5.211833333333334,-1.782,16.693625,5.215875,9.376833333333334,-1.2601666666666667,20.877458333333333,4.103041666666667,7.223833333333332,13.925125,1.2876666666666667,-0.571125,5.266791666666666,6.628333333333334,8.028416666666667,12.484958333333333,-0.6494166666666666,9.145125,14.84725,14.910625000000001,4.7664583333333335,0.4451666666666667,-0.132625,12.581916666666666,-1.2740416666666665,-1.09525,-0.10791666666666666,22.84883333333333,-1.0440833333333333,-0.29283333333333333,14.837874999999999,-0.713625,4.2906249999999995,20.634416666666667,7.107166666666667,2.735791666666667,5.787916666666667,-0.07070833333333333,-1.646625,0.5819583333333334,5.3875416666666665,8.624458333333333,9.658083333333334,2.9850833333333333,0.1895416666666667,9.991083333333334,0.8837916666666666,-0.394625,13.564416666666666,,,8.688208333333334,0.9814999999999999,10.532125,4.112208333333333,1.7154166666666668,-0.35200000000000004,8.504291666666667,0.609125,-0.75825,4.535791666666666,1.2638333333333334,7.488541666666666,14.776000000000002,9.889541666666666,0.362625,16.57275
2022-01-09,15.000583333333333,2.388375,5.454041666666666,-1.7472916666666667,16.662583333333334,5.357958333333333,9.382083333333332,-1.096625,20.948,4.159958333333333,7.238541666666666,13.934416666666666,1.3002083333333332,-0.5081666666666667,5.269833333333334,6.783541666666667,8.020291666666667,12.638833333333332,-0.6389166666666667,9.149416666666667,14.867624999999999,14.94,4.82125,0.45675,-0.05720833333333333,12.592500000000001,-1.2091666666666667,-1.0972916666666668,-0.06683333333333334,22.929458333333333,-0.97825,-0.27075,14.841458333333334,-0.64325,4.3255,20.628625,7.144583333333333,2.827458333333333,5.7925,0.00045833333333333343,-1.6366249999999998,0.6784583333333334,5.483583333333333,8.613375,9.674333333333333,3.0055416666666663,0.28179166666666666,9.987458333333334,0.8864583333333332,-0.38558333333333333,13.614833333333335,,,8.676875,0.9836666666666667,10.604791666666667,4.1825833333333335,1.7314583333333333,-0.34325,8.510541666666667,0.718625,-0.7537083333333333,4.658333333333333,1.2982083333333334,7.54925,14.784875,10.046166666666666,0.43570833333333336,16.582083333333333
2022-01-10,14.993250000000002,2.3841666666666668,5.273958333333334,-1.7695833333333333,16.65791666666667,5.301083333333334,9.386083333333334,-1.2034166666666668,20.854708333333335,4.12525,7.230708333333333,13.930750000000002,1.2747916666666665,-0.61175,5.273416666666667,6.673541666666666,8.000208333333333,12.598541666666668,-0.72925,9.147833333333333,14.835541666666666,14.917375,4.785958333333333,0.38775000000000004,-0.12843478260869565,12.560125,-1.2523333333333333,-1.1660416666666666,-0.06366666666666666,22.96075,-1.0203333333333333,-0.29375,14.844333333333333,-0.629125,4.335958333333333,20.624708333333334,7.096291666666667,2.7567916666666665,5.797375,-0.07925,-1.6437083333333333,0.5957916666666666,5.451708333333333,8.448916666666667,9.648708333333333,3.0199583333333333,0.21741666666666667,9.981791666666666,0.8632083333333332,-0.42441666666666666,13.543875,-0.7877083333333333,0.6899583333333333,8.687541666666666,0.9484583333333333,10.586125000000001,4.154125,1.6951666666666665,-0.34641666666666665,8.516333333333334,0.6490833333333333,-0.7774166666666668,4.619291666666666,1.2682083333333332,7.528791666666667,14.802041666666668,9.995791666666667,0.3552916666666666,16.535999999999998
2022-01-11,14.972958333333333,2.3802916666666665,5.192041666666666,-1.781625,16.669791666666665,5.249458333333333,9.390875,-1.2745416666666667,20.81425,4.099666666666667,7.232458333333334,13.924750000000001,1.26325,-0.6464166666666668,5.277916666666667,6.614625,8.008208333333334,12.552041666666668,-0.7685,9.154125,14.822041666666665,14.904541666666667,4.759333333333333,0.27525,-0.17686666666666667,12.552291666666667,-1.2727916666666668,-1.2010833333333333,-0.079375,22.952749999999998,-1.05375,-0.322125,14.849916666666667,-0.6480416666666667,4.32925,20.632,7.049791666666667,2.7219166666666665,5.803375,-0.12133333333333333,-1.6467083333333334,0.5269166666666667,5.432208333333333,8.38425,9.640458333333333,3.0246666666666666,0.18458333333333332,9.98375,0.8629166666666667,-0.444375,13.513041666666666,-0.92175,0.589875,8.719208333333333,0.9487916666666666,10.572333333333333,4.128875,1.68725,-0.35120833333333334,8.52475,0.58775,-0.778375,4.569083333333333,1.250875,7.520833333333333,14.821375000000002,9.964791666666667,0.30854166666666666,16.526208333333333
2022-01-12,14.943791666666668,2.376958333333333,5.17225,-1.786875,16.669125,5.2259166666666665,9.393916666666668,-1.2946666666666666,20.790666666666667,4.084833333333333,7.237125,13.923166666666667,1.25575,-0.6598750000000001,5.281666666666667,6.590083333333333,8.011625,12.512125,-0.789875,9.158875,14.818875,14.898000000000001,4.743541666666666,0.260875,-0.17254166666666668,12.556208333333332,-1.2943333333333333,-1.22025,-0.09591666666666666,22.925666666666668,-1.0835416666666666,-0.3430416666666667,14.85575,-0.6645416666666667,4.3137083333333335,20.6365,7.0211250000000005,2.7104166666666667,5.809291666666667,-0.14429166666666668,-1.6462083333333333,0.519375,5.4191666666666665,8.348166666666666,9.635208333333333,3.017708333333333,0.17608333333333334,9.984916666666667,0.8598333333333333,-0.45820833333333333,13.505291666666666,-1.0014999999999998,0.502,8.727666666666666,0.9431666666666666,10.551125,4.114416666666666,1.6799583333333334,-0.35345833333333326,8.534374999999999,0.5475833333333334,-0.7855,4.541791666666667,1.2397916666666668,7.522083333333334,14.834333333333333,9.939875,0.3144166666666667,16.521874999999998
2022-01-13,14.934,2.3752083333333336,5.172916666666667,-1.7902500000000001,16.679458333333333,5.208916666666666,9.397499999999999,-1.3075416666666666,20.785416666666666,4.081041666666667,7.242958333333333,13.919416666666665,1.2539583333333333,-0.6592083333333334,5.286416666666667,6.585208333333333,8.023875,12.490583333333333,-0.785125,9.16675,14.824625,14.898791666666666,4.735916666666666,0.24862499999999998,-0.17858333333333332,12.553291666666667,-1.3034999999999999,-1.2161666666666668,-0.10683333333333334,22.911583333333336,-1.0972916666666668,-0.3602916666666667,14.862583333333333,-0.6749583333333334,4.3133333333333335,20.645083333333332,7.009625,2.701083333333333,5.815666666666666,-0.14979166666666666,-1.6480416666666666,0.503875,5.415166666666667,8.361500000000001,9.637749999999999,3.017583333333333,0.165125,9.988666666666667,0.8659583333333334,-0.4618333333333333,13.499541666666666,-1.04875,0.45449999999999996,8.744791666666666,0.9496666666666665,10.550708333333334,4.106708333333334,1.6819166666666667,-0.3560833333333333,8.545375,0.5344166666666667,-0.7760833333333333,4.533041666666667,1.2353333333333334,7.524541666666667,14.853541666666667,9.942958333333333,0.3012916666666667,16.532999999999998
2022-01-14,14.928458333333333,2.379208333333333,5.169625,-1.7943333333333333,16.686583333333335,5.194583333333333,9.400541666666667,-1.310875,20.78575,4.077375,7.248625,13.916916666666665,1.25775,-0.6613333333333333,5.291458333333334,6.586541666666666,8.033416666666666,12.471458333333333,-0.7581666666666668,9.176375,14.841333333333333,14.911166666666666,4.725125,0.26616666666666666,-0.19925,12.546375,-1.3075416666666666,-1.1967916666666667,-0.11808333333333333,22.900916666666664,-1.0990833333333334,-0.3637083333333333,14.869083333333334,-0.683625,4.316541666666667,20.653,7.025166666666667,2.6899166666666665,5.822125,-0.14145833333333332,-1.6495416666666667,0.4849583333333333,5.4105,8.41625,9.649625,3.016541666666667,0.15533333333333332,9.994,0.8737499999999999,-0.4535,13.498791666666667,-1.067375,0.429625,8.757791666666666,0.9525,10.545875,4.095416666666667,1.6880416666666667,-0.35870833333333335,8.557041666666667,0.52225,-0.7695416666666667,4.523791666666667,1.2385833333333334,7.526375000000001,14.868541666666667,9.946708333333333,0.2824166666666667,16.553083333333333
2022-01-15,14.925291666666666,2.386083333333333,5.17,-1.7977916666666667,16.696625,5.183458333333333,9.403541666666667,-1.3267083333333334,20.7925,4.075708333333334,7.254666666666666,13.914875,1.2642916666666666,-0.6613333333333333,5.297291666666667,6.5901250000000005,8.04075,12.456166666666666,-0.7229166666666665,9.186791666666666,14.864458333333333,14.927208333333333,4.716666666666667,0.2687916666666667,-0.20025,12.534416666666667,-1.3067916666666666,-1.1747083333333335,-0.1255,22.892750000000003,-1.0954583333333334,-0.35712499999999997,14.875875,-0.6900416666666667,4.319624999999999,20.661583333333333,7.059291666666667,2.6840833333333336,5.828458333333334,-0.131375,-1.6517499999999998,0.47866666666666663,5.406333333333333,8.49525,9.6635,3.013458333333333,0.14895833333333333,10.000958333333333,0.8825833333333333,-0.4379166666666667,13.497625,-1.0809583333333335,0.4141666666666666,8.770083333333334,0.9567083333333333,10.542583333333333,4.086416666666667,1.6960416666666667,-0.3609583333333333,8.568875,0.5129166666666667,-0.763,4.516916666666667,1.2456666666666667,7.530583333333333,14.879916666666666,9.948791666666667,0.26016666666666666,16.576333333333334
2022-01-16,14.892791666666668,2.389208333333333,5.155666666666667,-1.804375,16.687749999999998,5.1647083333333335,9.402541666666666,-1.3488333333333333,20.753958333333333,4.056791666666666,7.2527083333333335,13.913958333333333,1.2604583333333332,-0.6738333333333334,5.3008750000000004,6.575125,8.028333333333334,12.420625,-0.7220416666666667,9.189958333333333,14.878,14.929375,4.683708333333334,0.26466666666666666,-0.21654166666666666,12.502625,-1.3223333333333334,-1.1812500000000001,-0.13933333333333334,22.858125,-1.1108333333333333,-0.35120833333333334,14.881291666666668,-0.7055833333333332,4.296875,20.663416666666667,7.0805,2.6617083333333333,5.832375,-0.14366666666666666,-1.6520416666666666,0.46025,5.381541666666667,8.501624999999999,9.65775,2.9949166666666667,0.135375,10.003541666666667,0.8727083333333333,-0.43575,13.470333333333334,-1.1090416666666667,0.38691666666666663,8.751,0.9290416666666667,10.506291666666668,4.060958333333333,1.6885000000000001,-0.36470833333333336,8.578125,0.489625,-0.7868750000000001,4.49125,1.2444166666666667,7.517708333333334,14.881583333333333,9.906666666666666,0.21775,16.5715
2022-01-17,14.848416666666667,2.3871249999999997,5.144333333333333,-1.8083749999999998,16.68733333333333,5.144291666666667,9.399708333333333,-1.3715000000000002,20.703958333333333,4.032541666666667,7.247416666666666,13.912,1.2446666666666666,-0.6881666666666666,5.304333333333333,6.550666666666667,8.014625,12.384333333333332,-0.7705416666666668,9.189291666666668,14.871541666666667,14.906791666666665,4.648083333333333,0.2927916666666666,-0.23570833333333333,12.477791666666667,-1.3445,-1.2046666666666666,-0.15933333333333333,22.814083333333333,-1.1465416666666666,-0.36362500000000003,14.886375000000001,-0.7265416666666668,4.2668333333333335,20.66604166666667,7.056625,2.6436249999999997,5.83425,-0.18179166666666666,-1.6528333333333334,0.44575000000000004,5.356333333333333,8.434125,9.638083333333332,2.967416666666667,0.121625,10.005458333333333,0.8584999999999999,-0.45787500000000003,13.443166666666668,-1.1370416666666665,0.3535833333333333,8.726291666666667,0.9013333333333334,10.476333333333333,4.028791666666667,1.676375,-0.3695,8.586125000000001,0.46950000000000003,-0.8152083333333334,4.464041666666667,1.2325000000000002,7.5008333333333335,14.883541666666666,9.853,0.17729166666666665,16.543208333333332
2022-01-18,14.833416666666666,2.385875,5.132416666666667,-1.8103333333333333,16.700416666666666,5.132833333333333,9.400166666666665,-1.3796249999999999,20.6945,4.024166666666667,7.249,13.908541666666666,1.2414166666666666,-0.68825,5.308916666666667,6.549875,8.018791666666667,12.366208333333333,-0.78525,9.194041666666667,14.874291666666666,14.896125,4.634041666666667,0.2828333333333333,-0.23841666666666664,12.468708333333334,-1.3479583333333334,-1.2052500000000002,-0.17104166666666668,22.79341666666667,-1.1557916666666666,-0.376125,14.89175,-0.7479583333333334,4.255875,20.672708333333333,7.038333333333333,2.640875,5.83725,-0.19104166666666667,-1.6539583333333334,0.44404166666666667,5.351875,8.435708333333332,9.6315,2.9542083333333333,0.11579166666666667,10.010708333333334,0.86325,-0.4645416666666667,13.440166666666668,-1.151625,0.33775,8.729458333333334,0.9054583333333334,10.476833333333333,4.009791666666667,1.6791666666666665,-0.3737083333333333,8.595291666666666,0.4656666666666667,-0.812375,4.4571250000000004,1.228375,7.499208333333333,14.890083333333335,9.842916666666666,0.15083333333333335,16.540916666666664
2022-01-19,14.850083333333332,2.3922083333333335,5.128166666666666,-1.8096666666666668,16.713125,5.134166666666666,9.403125000000001,-1.3654166666666667,20.729916666666668,4.032583333333333,7.258583333333333,13.9095,1.255375,-0.6760833333333335,5.314541666666667,6.565625,8.037916666666666,12.365458333333335,-0.7338333333333332,9.20375,14.901958333333333,14.917583333333333,4.639333333333333,0.272625,-0.22008333333333333,12.484291666666666,-1.3364583333333335,-1.1717083333333334,-0.17141666666666666,22.800583333333332,-1.1326666666666665,-0.36720833333333336,14.897791666666668,-0.7523333333333334,4.26175,20.681708333333333,7.069624999999999,2.649125,5.842416666666666,-0.16116666666666665,-1.6536666666666668,0.44733333333333336,5.359583333333333,8.544125,9.647916666666667,2.9577916666666666,0.11975000000000001,10.019125,0.8799166666666666,-0.4427916666666667,13.46225,-1.151375,0.34070833333333334,8.751416666666666,0.9255416666666667,10.49325,4.0107083333333335,1.694625,-0.3757916666666667,8.604583333333332,0.4735416666666667,-0.7867083333333333,4.4671666666666665,1.241125,7.511291666666666,14.897125,9.873625,0.14225,16.576083333333333
2022-01-20,14.817,2.3926666666666665,5.128125,-1.8106666666666669,16.698625,5.128291666666667,9.398958333333333,-1.3596666666666666,20.710166666666666,4.0095833333333335,7.254708333333333,13.916666666666666,1.2485,-0.6892083333333333,5.316541666666667,6.555416666666666,8.017916666666666,12.340541666666667,-0.7625416666666668,9.200625,14.898958333333333,14.909916666666668,4.615416666666667,0.333375,-0.228125,12.502666666666668,-1.358625,-1.18875,-0.18475,22.766958333333335,-1.1593333333333333,-0.3632916666666666,14.901041666666666,-0.7653333333333334,4.233333333333333,20.681291666666667,7.070374999999999,2.637,5.842708333333333,-0.1824583333333333,-1.650875,0.4411666666666667,5.338625,8.498708333333333,9.633166666666666,2.934416666666667,0.11599999999999999,10.020958333333335,0.8632083333333332,-0.45375000000000004,13.475,-1.165,0.33045833333333335,8.714458333333333,0.8910416666666667,10.459999999999999,3.988416666666667,1.690125,-0.3755833333333333,8.6105,0.46587500000000004,-0.8196666666666667,4.454,1.23925,7.5116249999999996,14.891291666666667,9.827499999999999,0.15616666666666668,16.55783333333333
2022-01-21,14.804041666666668,2.3910416666666667,5.1234166666666665,-1.812,16.708041666666666,5.122541666666667,9.397625,-1.3707916666666666,20.700166666666668,4.000958333333333,7.255791666666667,13.912833333333333,1.2444583333333334,-0.6897083333333334,5.320208333333333,6.550083333333333,8.016791666666666,12.329083333333335,-0.7860416666666667,9.202625,14.89175,14.896916666666668,4.60875,0.3662083333333333,-0.22320833333333334,12.488916666666666,-1.36575,-1.189875,-0.191125,22.747541666666667,-1.1755,-0.37279166666666663,14.904833333333334,-0.7730833333333335,4.2244166666666665,20.686041666666668,7.051208333333332,2.6370416666666667,5.843791666666667,-0.19575,-1.6526249999999998,0.441625,5.335,8.472541666666666,9.620958333333332,2.922083333333333,0.11345833333333333,10.025125,0.8624583333333332,-0.46658333333333335,13.47125,-1.1674166666666668,0.3522083333333333,8.709083333333334,0.8870416666666667,10.458333333333334,3.9765833333333336,1.691375,-0.37766666666666665,8.617125,0.48124999999999996,-0.823125,4.475583333333334,1.234625,7.508375,14.895083333333334,9.818583333333333,0.19316666666666668,16.552125
2022-01-22,14.793041666666667,2.3906666666666667,5.113291666666666,-1.813,16.710916666666666,5.116041666666667,9.397291666666666,-1.3802083333333333,20.682166666666667,3.997,7.255916666666667,13.909958333333334,1.244375,-0.6880000000000001,5.323166666666666,6.5440000000000005,8.016375,12.319375,-0.789625,9.205,14.894791666666668,14.893291666666668,4.59575,0.3290416666666667,-0.22433333333333336,12.469833333333334,-1.3686666666666667,-1.1895833333333334,-0.19658333333333333,22.732625,-1.1777083333333334,-0.3774166666666667,14.908500000000002,-0.7774166666666668,4.216375,20.690291666666667,7.045583333333333,2.6335416666666664,5.845,-0.19416666666666668,-1.653875,0.43687499999999996,5.328166666666667,8.479875,9.614833333333333,2.9148333333333336,0.109875,10.029791666666666,0.8632083333333332,-0.4702916666666666,13.454541666666666,-1.1715833333333332,0.3524583333333333,8.707916666666668,0.8810833333333333,10.452708333333334,3.966625,1.6904166666666667,-0.3805,8.623291666666667,0.477875,-0.8232499999999999,4.4586250000000005,1.2339166666666668,7.50225,14.896958333333332,9.813708333333333,0.15858333333333333,16.553166666666666
2022-01-23,14.779499999999999,2.3913333333333333,5.101833333333333,-1.8160416666666668,16.715541666666667,5.108,9.396666666666667,-1.3875416666666667,20.668625000000002,3.9917916666666664,7.254625,13.906708333333334,1.2390833333333333,-0.6888749999999999,5.325916666666667,6.536458333333333,8.015458333333333,12.30825,-0.796125,9.206541666666666,14.898833333333334,14.887416666666667,4.580416666666667,0.292125,-0.23858333333333334,12.453041666666666,-1.3707916666666666,-1.19625,-0.2030833333333333,22.717125,-1.1805416666666666,-0.3797916666666667,14.911791666666666,-0.7815833333333333,4.206416666666667,20.694791666666667,7.041541666666667,2.6265,5.845624999999999,-0.19575,-1.6553333333333333,0.4302083333333333,5.318708333333333,8.4815,9.612250000000001,2.906833333333333,0.10466666666666667,10.034083333333333,0.8630416666666667,-0.47454166666666664,13.440416666666666,-1.1764166666666667,0.3389583333333333,8.706291666666667,0.8744999999999999,10.444958333333334,3.9545833333333333,1.6886666666666665,-0.3834583333333333,8.628791666666666,0.4688333333333334,-0.8267083333333333,4.437666666666666,1.2326666666666668,7.493916666666667,14.898416666666668,9.801458333333334,0.11691666666666667,16.550416666666667
2022-01-24,14.768208333333334,2.3930416666666665,5.10325,-1.8168749999999998,16.719375,5.100458333333333,9.396125,-1.3925416666666666,20.6585,3.985583333333333,7.253708333333333,13.903708333333332,1.2347916666666667,-0.6898333333333332,5.328541666666667,6.529916666666666,8.016208333333333,12.297291666666666,-0.7958750000000001,9.208958333333333,14.907000000000002,14.884833333333333,4.565916666666667,0.262875,-0.24154166666666665,12.438250000000002,-1.3731666666666669,-1.2012083333333334,-0.20895833333333333,22.703916666666668,-1.181,-0.3802916666666667,14.914833333333334,-0.7867083333333333,4.1974583333333335,20.699208333333335,7.0449166666666665,2.620416666666667,5.846416666666666,-0.19487500000000002,-1.65675,0.42449999999999993,5.310458333333333,8.50125,9.611708333333334,2.900166666666667,0.10125,10.038416666666667,0.864125,-0.4755,13.429916666666665,-1.182,0.32575000000000004,8.705875,0.8691666666666666,10.43775,3.9430833333333335,1.6884166666666667,-0.38575000000000004,8.63425,0.46,-0.8295416666666666,4.428916666666667,1.233125,7.487666666666667,14.899000000000001,9.791291666666666,0.08420833333333333,16.551791666666666
2022-01-25,14.751041666666666,2.3935416666666667,5.122833333333333,-1.8172916666666667,16.723166666666668,5.091291666666667,9.394958333333333,-1.398875,20.641916666666667,3.9763749999999995,7.2515,13.901041666666666,1.2409166666666667,-0.6929583333333333,5.330625,6.523833333333333,8.01525,12.283416666666668,-0.8011666666666667,9.210833333333333,14.91025,14.879,4.5480833333333335,0.24854166666666666,-0.245,12.422208333333332,-1.3757916666666665,-1.2092916666666667,-0.21662499999999998,22.686291666666666,-1.18475,-0.3824166666666667,14.917291666666666,-0.801,4.186125,20.703416666666666,7.045791666666666,2.6123333333333334,5.846791666666667,-0.19987500000000002,-1.65775,0.419,5.300541666666667,8.509416666666667,9.610083333333334,2.891375,0.09695833333333333,10.042,0.8625833333333333,-0.4774583333333333,13.415541666666668,-1.1904583333333334,0.314375,8.701208333333334,0.8610833333333333,10.426125,3.9291666666666667,1.686,-0.3890416666666667,8.63925,0.44975000000000004,-0.8404166666666666,4.42225,1.2316666666666667,7.479083333333333,14.898166666666667,9.772541666666667,0.047125,16.548041666666666
2022-01-26,14.739708333333333,2.394833333333333,5.130416666666666,-1.819375,16.730166666666666,5.084,9.394666666666668,-1.4010833333333332,20.63329166666667,3.971291666666667,7.250958333333333,13.898666666666665,1.2425416666666667,-0.6922083333333333,5.3328750000000005,6.519666666666667,8.016916666666667,12.273125,-0.7975,9.213291666666667,14.912,14.87525,4.536291666666666,0.23316666666666666,-0.25170833333333337,12.41275,-1.3750833333333334,-1.2076666666666667,-0.22345833333333334,22.67279166666667,-1.183625,-0.38295833333333335,14.919875,-0.8076666666666666,4.178,20.709166666666665,7.0499583333333335,2.6115,5.847291666666667,-0.19929166666666667,-1.6583750000000002,0.41691666666666666,5.2941666666666665,8.532,9.608125,2.8848333333333334,0.09500000000000001,10.046041666666666,0.8645416666666667,-0.47524999999999995,13.409999999999998,-1.1957083333333334,0.3100833333333333,8.701,0.858375,10.421666666666667,3.9192916666666666,1.6847083333333333,-0.39195833333333335,8.644499999999999,0.445875,-0.8424166666666667,4.417458333333333,1.2327083333333333,7.475375,14.898375,9.761333333333333,0.020666666666666667,16.549
